dataname,auditor_idx,vulnerability,function_name
2020-17753,0,Integer Overflow,buyTokensFor
2020-17753,0,Integer Overflow,buyTokens
2020-17753,0,Integer Overflow,buyImplementation
2020-17753,0,Integer Overflow,takeEther
2020-17753,0,Integer Overflow,giveToken
2020-17753,0,Integer Overflow,claimTokenBonus
2020-17753,0,Wrong Logic,buyTokensFor
2020-17753,0,Wrong Logic,buyTokens
2020-17753,0,Wrong Logic,buyImplementation
2020-17753,0,Wrong Logic,takeEther
2020-17753,0,Wrong Logic,giveToken
2020-17753,0,Wrong Logic,claimTokenBonus
2020-17753,0,Bad Randomness,buyTokensFor
2020-17753,0,Bad Randomness,buyTokens
2020-17753,0,Bad Randomness,buyImplementation
2020-17753,0,Bad Randomness,takeEther
2020-17753,0,Bad Randomness,giveToken
2020-17753,0,Bad Randomness,claimTokenBonus
2020-17753,0,Access Control,buyTokensFor
2020-17753,0,Access Control,buyTokens
2020-17753,0,Access Control,buyImplementation
2020-17753,0,Access Control,takeEther
2020-17753,0,Access Control,giveToken
2020-17753,0,Access Control,claimTokenBonus
2020-17753,0,Typo Constructor,buyTokensFor
2020-17753,0,Typo Constructor,buyTokens
2020-17753,0,Typo Constructor,buyImplementation
2020-17753,0,Typo Constructor,takeEther
2020-17753,0,Typo Constructor,giveToken
2020-17753,0,Typo Constructor,claimTokenBonus
