dataname,auditor_idx,vulnerability,function_name
2018-13703,0,Integer Overflow,sellOffline
2018-13703,0,Wrong Logic,sellOffline
2018-13703,0,Integer Overflow,transfer
2018-13703,1,Integer Overflow,mintToken
2018-13703,1,Wrong Logic,mintToken
2018-13703,1,Access Control,mintToken
2018-13703,1,Typo Constructor,mintToken
2018-13703,3,Integer Overflow,mintToken
2018-13703,4,Integer Overflow,sellOffline
2018-13703,4,Integer Overflow,transfer
2018-13703,4,Access Control,transfer
2018-13703,4,Access Control,transferFrom
2018-13703,4,Access Control,mintToken
2018-13703,4,Access Control,burn
2018-13703,4,Access Control,burnFrom
2018-13703,4,Bad Randomness,transfer
2018-13703,4,Bad Randomness,transferFrom
2018-13703,4,Bad Randomness,approve
2018-13703,4,Bad Randomness,approveAndCall
2018-13703,4,Bad Randomness,burn
2018-13703,4,Bad Randomness,burnFrom
2018-13703,2,Integer Overflow,mintToken
2018-13703,2,Wrong Logic,transfer
2018-13703,2,Wrong Logic,transferFrom
2018-13703,2,Access Control,approve
2018-13703,2,Access Control,approveAndCall
2018-13703,2,Integer Overflow,burn
2018-13703,2,Integer Overflow,burnFrom
2018-13703,2,Bad Randomness,transfer
2018-13703,2,Bad Randomness,transferFrom
2018-13703,2,Bad Randomness,approve
2018-13703,2,Bad Randomness,approveAndCall
2018-13703,2,Bad Randomness,burn
