dataname,auditor_idx,vulnerability,function_name
2018-13127,0,Integer Overflow,mint
2018-13127,0,Integer Overflow,transfer
2018-13127,0,Integer Overflow,transferFrom
2018-13127,0,Integer Overflow,approve
2018-13127,0,Integer Overflow,increaseApproval
2018-13127,1,Integer Overflow,mint
2018-13127,2,Integer Overflow,mint
2018-13127,2,Integer Overflow,unfreeze
2018-13127,2,Integer Overflow,transfer
2018-13127,2,Integer Overflow,transferFrom
2018-13127,2,Integer Overflow,approve
2018-13127,2,Integer Overflow,increaseApproval
2018-13127,2,Integer Overflow,decreaseApproval
