dataname,auditor_idx,vulnerability,function_name
2018-13228,1,Integer Overflow,mintToken
2018-13228,2,Wrong Logic,mintToken
2018-13228,3,Typos Constructor,mintToken
2018-13228,4,Token Devalue,mintToken
2018-13228,5,Frozen Account,mintToken
2018-13228,6,Multiple Frozen Accounts,mintToken
2018-13228,7,Wrong Logic,mintToken
2018-13228,8,Typos Constructor,mintToken
2018-13228,9,Token Devalue,mintToken
2018-13228,10,Multiple Frozen Accounts,mintToken
2018-13228,11,Wrong Logic,mintToken
2018-13228,12,Typos Constructor,mintToken
2018-13228,13,Token Devalue,mintToken
2018-13228,14,Multiple Frozen Accounts,mintToken
2018-13228,15,Wrong Logic,mintToken
2018-13228,16,Typos Constructor,mintToken
2018-13228,17,Token Devalue,mintToken
2018-13228,18,Multiple Frozen Accounts,mintToken
2018-13228,19,Wrong Logic,mintToken
2018-13228,20,Typos Constructor,mintToken
2018-13228,21,Token Devalue,mintToken
2018-13228,22,Multiple Frozen Accounts,mintToken
2018-13228,23,Wrong Logic,mintToken
2018-13228,24,Typos Constructor,mintToken
2018-13228,25,Token Devalue,mintToken
2018-13228,26,Multiple Frozen Accounts,mintToken
2018-13228,27,Wrong Logic,mintToken
2018-13228,28,Typos Constructor,mintToken
2018-13228,29,Token Devalue,mintToken
