dataname,auditor_idx,vulnerability,function_name
2021-3004,0,Integer Overflow,getPriceUSD
2021-3004,0,Integer Overflow,setPriceUSD
2021-3004,0,Integer Overflow,mint
2021-3004,0,Integer Overflow,burn
2021-3004,0,Integer Overflow,deposit
2021-3004,0,Integer Overflow,withdraw
2021-3004,0,Integer Overflow,getReward
2021-3004,0,Integer Overflow,exit
2021-3004,0,Integer Overflow,depositAll
2021-3004,0,Integer Overflow,stake
2021-3004,0,Integer Overflow,unstake
2021-3004,0,Integer Overflow,notifyFeeAmount
