dataname,auditor_idx,vulnerability,function_name
2018-13225,0,Integer Overflow,mintToken
2018-13225,0,Integer Overflow,transfer
2018-13225,0,Integer Overflow,transferFrom
2018-13225,0,Integer Overflow,burn
2018-13225,1,Typo Constructor,owned
2018-13225,1,Integer Overflow,transfer
2018-13225,1,Integer Overflow,transferFrom
2018-13225,1,Access Control,mintToken
2018-13225,1,Access Control,burn
2018-13225,1,Wrong Logic,transfer
2018-13225,1,Wrong Logic,transferFrom
2018-13225,1,Bad Randomness,approve
2018-13225,1,Bad Randomness,approveAndCall
2018-13225,1,Integer Overflow,buy
2018-13225,1,Integer Overflow,sell
2018-13225,2,Integer Overflow,mintToken
2018-13225,2,Access Control,freezeAccount
2018-13225,2,Access Control,setPrices
2018-13225,2,Integer Overflow,buy
2018-13225,2,Integer Overflow,sell
2018-13225,2,Integer Overflow,burn
