dataname,auditor_idx,vulnerability,function_name
2019-15080,0,Integer Overflow,mintTokens
2019-15080,0,Integer Overflow,transfer
2019-15080,0,Integer Overflow,transferFrom
2019-15080,0,Integer Overflow,approve
2019-15080,1,Reentrancy,transfer
2019-15080,1,Reentrancy,transferFrom
2019-15080,1,Blacklist,transfer
2019-15080,1,Blacklist,transferFrom
2019-15080,2,Reentrancy,transfer
2019-15080,2,Unrestricted Minting,mintTokens
2019-15080,2,Unrestricted Burning,burn
2019-15080,2,Arbitrary Transfer,transferFrom
2019-15080,2,Unrestricted Approval,approve
