dataname,auditor_idx,vulnerability,function_name
2018-12454,0,Integer Overflow,setBettingCondition
2018-12454,0,Wrong Logic,addguess
2018-12454,0,Bad Randomness,addguess
2018-12454,0,Access Control,addguess
2018-12454,0,Typo Constructor,addguess
2018-12454,0,Access Control,finish
2018-12454,0,Access Control,getBettingStatus
2018-12454,0,Typo Constructor,getBettingStatus
2018-12454,0,Access Control,getMaxContenders
2018-12454,0,Typo Constructor,getMaxContenders
2018-12454,0,Access Control,getBettingPrice
2018-12454,0,Typo Constructor,getBettingPrice
2018-12454,0,Access Control,getDeveloperAddress
2018-12454,0,Typo Constructor,getDeveloperAddress
2018-12454,0,Access Control,getDeveloperFee
2018-12454,0,Typo Constructor,getDeveloperFee
2018-12454,0,Access Control,getBalance
2018-12454,0,Typo Constructor,getBalance
2018-12454,0,Access Control,getLotteryMoney
2018-12454,0,Typo Constructor,getLotteryMoney
