dataname,auditor_idx,vulnerability,function_name
2021-3004,0,Integer Overflow,StableYieldCredit.withdraw
2021-3004,0,Integer Overflow,StableYieldCredit.deposit
2021-3004,0,Integer Overflow,StableYieldCredit.depositAll
2021-3004,0,Integer Overflow,StableYieldCredit.withdrawAll
2021-3004,0,Integer Overflow,StableYieldCredit.notifyFeeAmount
2021-3004,0,Wrong Logic,StableYieldCredit.deposit
2021-3004,0,Wrong Logic,StableYieldCredit.withdraw
2021-3004,0,Wrong Logic,StableYieldCredit.depositAll
2021-3004,0,Wrong Logic,StableYieldCredit.withdrawAll
2021-3004,0,Bad Randomness,StableYieldCredit.deposit
2021-3004,0,Bad Randomness,StableYieldCredit.withdraw
2021-3004,0,Bad Randomness,StableYieldCredit.depositAll
2021-3004,0,Bad Randomness,StableYieldCredit.withdrawAll
2021-3004,0,Access Control,StableYieldCredit.deposit
2021-3004,0,Access Control,StableYieldCredit.withdraw
2021-3004,0,Access Control,StableYieldCredit.depositAll
2021-3004,0,Access Control,StableYieldCredit.withdrawAll
2021-3004,0,Typo Constructor,StableYieldCredit.deposit
2021-3004,0,Typo Constructor,StableYieldCredit.withdraw
2021-3004,0,Typo Constructor,StableYieldCredit.depositAll
2021-3004,0,Typo Constructor,StableYieldCredit.withdrawAll
