dataname,auditor_idx,vulnerability,function_name
2018-12959,0,Integer Overflow,transfer
2018-12959,0,Integer Overflow,transferFrom
2018-12959,0,Integer Overflow,approve
2018-12959,0,Integer Overflow,allowance
2018-12959,0,Integer Overflow,balanceOf
2018-12959,0,Integer Overflow,totalSupply
2018-12959,0,Integer Overflow,setBalance
2018-12959,0,Integer Overflow,setBalances
2018-12959,0,Integer Overflow,setAllowance
2018-12959,0,Integer Overflow,setTotalSupply
2018-12959,0,Integer Overflow,setDecimals
2018-12959,0,Integer Overflow,setName
2018-12959,0,Integer Overflow,setSymbol
2018-12959,0,Integer Overflow,setOutputList
2018-12959,0,Integer Overflow,setRequirement
2018-12959,0,Integer Overflow,setVulnerability
2018-12959,0,Integer Overflow,setReason
2018-12959,0,Integer Overflow,setOutput
