dataname,auditor_idx,vulnerability,function_name
2020-35962,0,Integer Overflow,claimStakingReward
2020-35962,0,Integer Overflow,fundDAO
2020-35962,0,Integer Overflow,sellTokenForLRC
2020-35962,0,Integer Overflow,getProtocolFeeStats
2020-35962,1,Wrong Logic,constructor
2020-35962,1,Wrong Logic,withdraw
2020-35962,1,Integer Overflow,deposit
2020-35962,1,Integer Overflow,randomNumber
2020-35962,1,Wrong Logic,setValue
2020-35962,2,Integer Overflow,transferAndVerify
2020-35962,2,Integer Overflow,burn
