dataname,auditor_idx,vulnerability,function_name
2018-14004,1,Integer Overflow,balance_wirthdraw
2018-14004,1,Integer Overflow,crowdsale_text
2018-14004,1,Integer Overflow,add_Exchanges
2018-14004,1,Integer Overflow,developer_new_symbol
2018-14004,1,Integer Overflow,developer_new_address
2018-14004,1,Integer Overflow,developer_crowdsale_text
2018-14004,1,Integer Overflow,developer_add_Excharts
2018-14004,1,Integer Overflow,crowdsale_balance
2018-14004,1,Integer Overflow,crowdsale_symbol
2018-14004,1,Integer Overflow,crowdsale_address
2018-14004,1,Integer Overflow,crowdsale_number_of_rounds
2018-14004,1,Integer Overflow,crowdsale_round_number
2018-14004,1,Integer Overflow,crowdsale_duration
2018-14004,1,Integer Overflow,crowdsale_start_time
2018-14004,1,Integer Overflow,crowdsale_end_time
2018-14004,1,Integer Overflow,crowdsale_token_info
2018-14004,1,Integer Overflow,crowdsale_base_currency
2018-14004,1,Integer Overflow,crowdsale_currency
2018-14004,1,Integer Overflow,crowdsale_decimal_rate
2018-14004,1,Integer Overflow,crowdsale_token_decimals
2018-14004,1,Integer Overflow,crowdsale_token_length
2018-14004,1,Integer Overflow,crowdsale_new_symbol
2018-14004,1,Integer Overflow,crowdsale_new_address
