dataname,auditor_idx,vulnerability,function_name
2018-10706,1,Integer Overflow,Multiple Functions
2018-10706,3,Multiple Vulnerabilities,Multiple Functions
2018-10706,4,Integer Overflow,Multiple Functions
2018-10706,5,Integer Overflow,Multiple Functions
2018-10706,6,Bad Randomness,Multiple Functions
2018-10706,8,Multiple Vulnerabilities,Multiple Functions
2018-10706,9,Integer Overflow,Multiple Functions
2018-10706,10,Integer Overflow,Multiple Functions
2018-10706,11,Bad Randomness,Multiple Functions
2018-10706,13,Multiple Vulnerabilities,Multiple Functions
2018-10706,14,Integer Overflow,Multiple Functions
2018-10706,15,Integer Overflow,Multiple Functions
2018-10706,16,Bad Randomness,Multiple Functions
2018-10706,18,Multiple Vulnerabilities,Multiple Functions
2018-10706,19,Integer Overflow,Multiple Functions
2018-10706,20,Integer Overflow,Multiple Functions
2018-10706,21,Bad Randomness,Multiple Functions
2018-10706,23,Multiple Vulnerabilities,Multiple Functions
2018-10706,24,Integer Overflow,Multiple Functions
2018-10706,25,Integer Overflow,Multiple Functions
2018-10706,26,Bad Randomness,Multiple Functions
2018-10706,27,Access Control,Multiple Functions
2018-10706,28,Multiple Vulnerabilities,Multiple Functions
2018-10706,29,Integer Overflow,Multiple Functions
2018-10706,30,Integer Overflow,Multiple Functions
2018-10706,31,Bad Randomness,Multiple Functions
2018-10706,33,Multiple Vulnerabilities,Multiple Functions
2018-10706,34,Integer Overflow,Multiple Functions
2018-10706,35,Integer Overflow,Multiple Functions
2018-10706,36,Bad Randomness,Multiple Functions
2018-10706,37,Access Control,Multiple Functions
