dataname,auditor_idx,vulnerability,function_name
2018-13225,0,integer overflow,transfer
2018-13225,0,dangerous delegatecall,transfer
2018-13225,0,ether strict equality,transfer
2018-13225,0,ether strict equality,setOwner
2018-13225,0,block number dependency,setOwner
2018-13225,0,ether frozen,setOwner
2018-13225,0,unchecked external call,setOwner
2018-13225,0,integer overflow,setNewFeeAccount
2018-13225,0,integer overflow,modifyContractSettings
2018-13225,0,dangerous delegatecall,modifyContractSettings
2018-13225,0,block number dependency,modifyContractSettings
2018-13225,0,ether frozen,modifyContractSettings
