dataname,auditor_idx,vulnerability,function_name
2018-12454,0,timestamp dependency,simplelottery
2018-12454,0,input validation,setBettingCondition
2018-12454,0,modulo bias,findWinner
2018-12454,0,constant function,getBettingPrice
2018-12454,0,constant function,getDeveloperAddress
2018-12454,0,constant function,getDeveloperFee
2018-12454,0,constant function,getBalance
2018-12454,0,constant function,getLotteryMoney
2018-12454,0,constant function,getBettingStatus
2018-12454,0,input validation,finish
2018-12454,0,input validation,addguess
