dataname,auditor_idx,vulnerability,function_name
2018-12885,0,Integer Overflow,createChamp
2018-12885,0,Wrong Logic,openLootbox
2018-12885,0,Integer Overflow,forgeItems
2018-12885,1,Bad Randomness,buyChamp
2018-12885,2,Integer Overflow,mintToken
2018-12885,2,Integer Overflow,buyChamp
2018-12885,2,Integer Overflow,withdraw
2018-12885,2,Integer Overflow,pause
2018-12885,2,Integer Overflow,resume
2018-12885,2,Integer Overflow,setConfig
2018-12885,2,Integer Overflow,setOwner
2018-12885,2,Integer Overflow,setPauseble
2018-12885,2,Integer Overflow,setChampAddress
2018-12885,2,Integer Overflow,setMyAddress
2018-12885,2,Integer Overflow,setMyCryptoChamp
2018-12885,2,Integer Overflow,setOwnerAddress
2018-12885,2,Integer Overflow,setConfig
