dataname,auditor_idx,vulnerability,function_name
2018-13069,0,Integer Overflow,mintToken
2018-13069,0,Integer Overflow,transferFrom
2018-13069,0,Integer Overflow,approve
2018-13069,0,Integer Overflow,burnFrom
2018-13069,1,Typo Constructor,constructor
2018-13069,1,Access Control,withdraw
2018-13069,1,Integer Overflow,deposit
2018-13069,1,Bad Randomness,randomNumber
2018-13069,1,Wrong Logic,setValue
2018-13069,2,Unrestricted Transfer,transfer
2018-13069,2,Unrestricted Transfer,transferFrom
2018-13069,2,Unrestricted Approval,approve
2018-13069,2,Unrestricted Approval,approveAndCall
2018-13069,2,Unrestricted Minting,mintToken
2018-13069,2,Unrestricted Freeze,freezeAccount
2018-13069,2,Unrestricted Price Manipulation,setPrices
2018-13069,2,Arbitrary Purchase,buy
2018-13069,2,Arbitrary Sale,sell
