dataname,auditor_idx,vulnerability,function_name
2018-12068,0,Integer Overflow,mintToken
2018-12068,0,Integer Overflow,transfer
2018-12068,0,Integer Overflow,transferFrom
2018-12068,0,Integer Overflow,approve
2018-12068,0,Integer Overflow,receiveApproval
2018-12068,1,Integer Overflow,mintToken
2018-12068,2,Insecure Default Initialization,count_vulnerabilities
2018-12068,2,Arithmetic Overflow/Underflow,transfer
2018-12068,2,Arithmetic Overflow/Underflow,transferFrom
2018-12068,2,Unrestricted Minting,mintToken
2018-12068,2,Unrestricted Freeze/Unfreeze,freezeAccount
2018-12068,2,Unrestricted Price Manipulation,setPrices
2018-12068,2,Arithmetic Overflow/Underflow,buy
2018-12068,2,Arithmetic Overflow/Underflow,sell
