dataname,auditor_idx,vulnerability,function_name
2018-11429,1,Arithmetic overflow,mul
2018-11429,1,Division by zero,div
2018-11429,1,Underflow,sub
2018-11429,1,Overflow,add
2018-11429,1,Unchecked comparison,max64
2018-11429,1,Unchecked comparison,min64
2018-11429,1,Unchecked comparison,max256
2018-11429,1,Unchecked comparison,min256
2018-11429,1,Unchecked assertion,assert
2018-11429,1,Unchecked transfer,transfer
2018-11429,1,Unchecked balanceOf,balanceOf
2018-11429,1,Unchecked transferFrom,transferFrom
2018-11429,1,Unchecked approve,approve
2018-11429,1,Unchecked mint,mint
2018-11429,1,Unchecked unfreeze,unfreeze
