dataname,auditor_idx,vulnerability,function_name
2018-18425,,Integer Overflow,withdraw
2018-18425,,Integer Overflow,burn
2018-18425,,Integer Overflow,transferFrom
2018-18425,,Integer Overflow,approve
2018-18425,,Integer Overflow,getTokens
2018-18425,,Wrong Owner Set,withdraw
2018-18425,,Wrong Owner Set,burn
2018-18425,,Wrong Owner Set,transferFrom
2018-18425,,Wrong Owner Set,approve
2018-18425,,Wrong Owner Set,getTokens
2018-18425,,Integer Overflow,withdraw
2018-18425,,Integer Overflow,burn
2018-18425,,Integer Overflow,transferFrom
2018-18425,,Integer Overflow,approve
2018-18425,,Integer Overflow,getTokens
