dataname,auditor_idx,vulnerability,function_name
2018-13072,0,Timestamp dependency,transferOwnership
2018-13072,0,Timestamp dependency,transfer
2018-13072,0,Timestamp dependency,approve
2018-13072,0,Timestamp dependency,approveAndCall
2018-13072,0,Timestamp dependency,transferFrom
2018-13072,0,Timestamp dependency,mintToken
2018-13072,0,Timestamp dependency,freezeAccount
2018-13072,0,Timestamp dependency,setBuyRate
2018-13072,0,Timestamp dependency,setSelling
2018-13072,0,Timestamp dependency,buy
2018-13072,0,Timestamp dependency,withdrawToOwner
