dataname,auditor_idx,vulnerability,function_name
2018-13722,0,Integer Overflow,mint
2018-13722,0,Wrong Logic,setMintAgent
2018-13722,1,Integer Overflow,distribute
2018-13722,2,Integer Overflow,mint
2018-13722,2,Access Control,setMintAgent
2018-13722,2,Integer Overflow,upgrade
2018-13722,2,Access Control,setUpgradeAgent
2018-13722,2,Access Control,setMaster
2018-13722,2,Access Control,canUpgrade
2018-13722,2,Access Control,setSymbol
2018-13722,2,Access Control,setName
2018-13722,2,Access Control,setBalance
