dataname,auditor_idx,vulnerability,function_name
2018-13086,0,Incorrect naming convention,IADOWR
2018-13086,0,Incorrect naming convention,buy
2018-13086,0,Incorrect naming convention,sell
2018-13086,0,Incorrect naming convention,setPrices
2018-13086,0,Incorrect naming convention,mintToken
2018-13086,0,Incorrect naming convention,freezeAccount
2018-13086,0,Incorrect naming convention,FrozenFunds
2018-13086,0,Incorrect naming convention,buyPrice
2018-13086,0,Incorrect naming convention,sellPrice
2018-13086,0,Incorrect naming convention,frozenAccount
