dataname,auditor_idx,vulnerability,function_name
2019-15078,0,Integer Overflow,getTokens
2019-15078,0,Wrong Logic,transfer
2019-15078,0,Wrong Logic,transferFrom
2019-15078,0,Wrong Logic,approve
2019-15078,0,Bad Randomness,transfer
2019-15078,0,Bad Randomness,transferFrom
2019-15078,0,Bad Randomness,approve
2019-15078,0,Access Control,getTokens
2019-15078,0,Access Control,transfer
2019-15078,0,Access Control,transferFrom
2019-15078,0,Access Control,approve
2019-15078,0,Typo Constructor,transfer
2019-15078,0,Typo Constructor,transferFrom
2019-15078,0,Typo Constructor,approve
