dataname,auditor_idx,vulnerability,function_name
2018-12975,0,Integer Overflow,mint
2018-12975,0,Wrong Logic,mint
2018-12975,1,Bad Randomness,mint
2018-12975,2,Minting Privilege Escalation,mint
2018-12975,2,Inadequate Approval Check,transfer
2018-12975,2,Unchecked Allowance,approve
2018-12975,2,Unrestricted Access to Define Hero Types,defineType
2018-12975,2,Privilege Escalation via Access Grant,grantAccessMint
2018-12975,2,Privilege Escalation via Access Grant,grantAccessDeploy
2018-12975,2,Privilege Escalation via Access Grant,grantAccessDeposit
