dataname,auditor_idx,vulnerability,function_name
2018-13208,0,Integer Overflow,mintToken
2018-13208,0,Integer Overflow,transfer
2018-13208,0,Integer Overflow,transferFrom
2018-13208,0,Integer Overflow,buy
2018-13208,0,Integer Overflow,sell
2018-13208,1,Integer Overflow,transfer
2018-13208,1,Integer Overflow,transferFrom
2018-13208,1,Wrong Logic,transfer
2018-13208,1,Wrong Logic,transferFrom
2018-13208,1,Access Control,transfer
2018-13208,1,Access Control,transferFrom
2018-13208,1,Bad Randomness,transfer
2018-13208,1,Bad Randomness,transferFrom
2018-13208,2,Integer Overflow,mintToken
2018-13208,2,Integer Overflow,sell
2018-13208,2,Wrong Logic,mintToken
2018-13208,2,Bad Randomness,mintToken
2018-13208,2,Bad Randomness,sell
2018-13208,2,Access Control,mintToken
2018-13208,2,Access Control,sell
2018-13208,2,Typos Constructor,mintToken
2018-13208,2,Multiple Functions,mintToken
2018-13208,2,Multiple Functions,sell
