dataname,auditor_idx,vulnerability,function_name
2018-13087,0,Integer Overflow,mintToken
2018-13087,1,Typo Constructor,constructor
2018-13087,1,Access Control,withdraw
2018-13087,1,Integer Overflow,deposit
2018-13087,1,Bad Randomness,randomNumber
2018-13087,1,Wrong Logic,setValue
2018-13087,2,Unrestricted ownership transfer,transferOwnership
2018-13087,2,Minting tokens without restriction,mintToken
2018-13087,2,Unrestricted freezing of accounts,freezeAccount
2018-13087,2,Unrestricted setting of buy/sell prices,setPrices
2018-13087,2,Arbitrary token purchase,buy
2018-13087,2,Arbitrary token sale,sell
