dataname,auditor_idx,vulnerability,function_name
2018-13202,0,Integer Overflow,mintToken
2018-13202,0,Integer Overflow,transfer
2018-13202,0,Integer Overflow,transferFrom
2018-13202,0,Integer Overflow,burn
2018-13202,0,Integer Overflow,sell
2018-13202,1,Integer Overflow,functionName
2018-13202,1,Wrong Logic,functionName
2018-13202,1,Bad Randomness,functionName
2018-13202,1,Access Control,functionName
2018-13202,1,Typo Constructor,functionName
2018-13202,2,Integer Overflow,mintToken
2018-13202,2,Bad Randomness,setPrices
2018-13202,2,Integer Overflow,burn
2018-13202,2,Integer Overflow,sell
2018-13202,2,Integer Overflow,buy
