dataname,auditor_idx,vulnerability,function_name
2018-13221,0,Integer Overflow,buy
2018-13221,0,Integer Overflow,sell
2018-13221,0,Integer Overflow,transfer
2018-13221,0,Integer Overflow,max64
2018-13221,0,Integer Overflow,min64
2018-13221,0,Integer Overflow,max256
2018-13221,0,Integer Overflow,min256
2018-13221,0,Integer Overflow,assert
2018-13221,0,Integer Overflow,mint
2018-13221,0,Integer Overflow,unfreeze
2018-13221,0,Integer Overflow,freeze
2018-13221,0,Integer Overflow,setPrices
2018-13221,0,Integer Overflow,scan
2018-13221,0,Integer Overflow,withdraw
2018-13221,0,Integer Overflow,withdrawAll
2018-13221,0,Integer Overflow,setParams
2018-13221,0,Integer Overflow,setSellPrice
2018-13221,0,Integer Overflow,setBuyPrice
2018-13221,0,Integer Overflow,withdrawToOwner
2018-13221,0,Integer Overflow,setOwner
