dataname,auditor_idx,vulnerability,function_name
2021-34273,0,Integer Overflow,transferFrom
2021-34273,0,Integer Overflow,transfer
2021-34273,0,Integer Overflow,approve
2021-34273,0,Integer Overflow,allowance
2021-34273,0,Wrong Logic,transfer
2021-34273,0,Wrong Logic,transferFrom
2021-34273,0,Wrong Logic,approve
2021-34273,0,Wrong Logic,allowance
2021-34273,0,Access Control,transfer
2021-34273,0,Access Control,transferFrom
2021-34273,0,Access Control,approve
2021-34273,0,Access Control,allowance
2021-34273,0,Typo Constructor,transfer
2021-34273,0,Typo Constructor,transferFrom
2021-34273,0,Typo Constructor,approve
2021-34273,0,Typo Constructor,allowance
