dataname,auditor_idx,vulnerability,function_name
2018-10376,1,Integer Overflow,transferProxy
2018-10376,1,Integer Overflow,approveAndCall
2018-10376,1,Integer Overflow,allocateTokens
2018-10376,1,Integer Overflow,allocateEndTime
2018-10376,1,Integer Overflow,nonces
2018-10376,1,Integer Overflow,setExclude
2018-10376,1,Integer Overflow,addLock
2018-10376,1,Integer Overflow,removeLock
2018-10376,1,Integer Overflow,balances
2018-10376,1,Integer Overflow,totalSupply
2018-10376,1,Integer Overflow,name
2018-10376,1,Integer Overflow,decimals
2018-10376,1,Integer Overflow,symbol
2018-10376,1,Integer Overflow,version
2018-10376,1,Integer Overflow,SMT
2018-10376,1,Integer Overflow,transfer
2018-10376,1,Integer Overflow,transferFrom
2018-10376,1,Integer Overflow,approve
2018-10376,1,Integer Overflow,allowance
2018-10376,1,Integer Overflow,balanceOf
