dataname,auditor_idx,vulnerability,function_name
2018-17111,0,Integer Overflow,transferFrom
2018-17111,0,Wrong Logic,approve
2018-17111,1,Constant function,totalSupply
2018-17111,1,Constant function,balanceOf
2018-17111,1,Reentrancy vulnerability,transfer
2018-17111,1,Reentrancy vulnerability,transferFrom
2018-17111,1,Reentrancy vulnerability,approve
2018-17111,2,Incomplete Functionality,totalSupply
2018-17111,2,Potential Reentrancy Attack,balanceOf
2018-17111,2,Arithmetic Overflow/Underflow,transfer
2018-17111,2,Arithmetic Overflow/Underflow,transferFrom
2018-17111,2,Unlimited Allowance,approve
2018-17111,2,Incomplete Functionality,allowance
2018-17111,2,Unrestricted Access,onlyOwner
