dataname,auditor_idx,vulnerability,function_name
2018-10299,0,Integer Overflow,batchTransfer
2018-10299,0,Integer Overflow,transfer
2018-10299,0,Integer Overflow,transferFrom
2018-10299,1,Integer Overflow,batchTransfer
2018-10299,2,Integer Overflow,Multiple Functions
2018-10299,2,Wrong Logic,Multiple Functions
2018-10299,2,Bad Randomness,Multiple Functions
2018-10299,2,Access Control,Multiple Functions
2018-10299,2,Typo Constructor,Multiple Functions
2018-10299,2,Token Devalue,Multiple Functions
