dataname,auditor_idx,vulnerability,function_name
2018-13230,0,Integer Overflow,mintToken
2018-13230,0,Integer Overflow,transfer
2018-13230,0,Integer Overflow,transferFrom
2018-13230,0,Integer Overflow,approve
2018-13230,1,Reentrancy,transfer
2018-13230,1,Reentrancy,transferFrom
2018-13230,1,Integer Overflow,buy
2018-13230,1,Integer Overflow,sell
2018-13230,2,Arbitrary Transfer,transfer
2018-13230,2,Unrestricted Approval,approveAndCall
2018-13230,2,Arbitrary Transfer,transferFrom
2018-13230,2,Minting Unrestricted,mintToken
2018-13230,2,Unrestricted Freeze,freezeAccount
2018-13230,2,Unrestricted Price Manipulation,setPrices
2018-13230,2,Arbitrary Purchase,buy
2018-13230,2,Arbitrary Sale,sell
