dataname,auditor_idx,vulnerability,function_name
2018-12702,0,Integer Overflow,transfer
2018-12702,0,Integer Overflow,transferFrom
2018-12702,0,Wrong Logic,approveAndCall
2018-12702,0,Wrong Logic,approveAndCallcode
2018-12702,0,Access Control,receiveApproval
2018-12702,1,Integer Overflow,distribute
2018-12702,2,Integer Overflow,Multiple Functions
2018-12702,2,Wrong Logic,Multiple Functions
2018-12702,2,Bad Randomness,Multiple Functions
2018-12702,2,Access Control,Multiple Functions
2018-12702,2,Tyco Constructor,Multiple Functions
