dataname,auditor_idx,vulnerability,function_name
2018-12079,0,Integer Overflow,mintToken
2018-12079,0,Integer Overflow,transfer
2018-12079,0,Integer Overflow,transferFrom
2018-12079,0,Integer Overflow,buy
2018-12079,0,Integer Overflow,sell
2018-12079,1,Integer Overflow,transfer
2018-12079,1,Wrong Logic,transfer
2018-12079,1,Bad Randomness,approveAndCall
2018-12079,1,Access Control,transferFrom
2018-12079,1,Access Control,mintToken
2018-12079,1,Access Control,freezeAccount
2018-12079,1,Access Control,setPrices
2018-12079,1,Integer Overflow,buy
2018-12079,1,Integer Overflow,sell
2018-12079,2,Integer Overflow,mintToken
2018-12079,2,Integer Overflow,sell
2018-12079,2,Wrong Logic,mintToken
2018-12079,2,Wrong Logic,sell
2018-12079,2,Access Control,mintToken
2018-12079,2,Access Control,sell
2018-12079,2,Typos Constructor,mintToken
