dataname,auditor_idx,vulnerability,function_name
2018-14004,0,Constant Function,balanceOf
2018-14004,0,Non-payable Function,transfer
2018-14004,0,Constant Function,allowance
2018-14004,0,Non-payable Function,transferFrom
2018-14004,0,Non-payable Function,approve
2018-14004,0,Non-payable Function,increaseApproval
2018-14004,0,Non-payable Function,decreaseApproval
2018-14004,0,Non-payable Function,developer_Coin_Character
2018-14004,0,Non-payable Function,developer_new_address_for_funds
2018-14004,0,Non-payable Function,developer_add_Exchanges
2018-14004,0,Non-payable Function,developer_add_cost_of_transfers
2018-14004,0,Non-payable Function,developer_new_price
2018-14004,0,Non-payable Function,developer_crowdsale_text
2018-14004,0,Non-payable Function,developer_new_symbol
