dataname,auditor_idx,vulnerability,function_name
2018-13227,0,Integer Overflow,mintToken
2018-13227,0,Integer Overflow,transfer
2018-13227,0,Integer Overflow,transferFrom
2018-13227,0,Integer Overflow,buy
2018-13227,0,Integer Overflow,sell
2018-13227,2,Integer Overflow,mintToken
2018-13227,2,Integer Overflow,transfer
2018-13227,2,Integer Overflow,transferFrom
2018-13227,2,Integer Overflow,buy
2018-13227,2,Integer Overflow,sell
2018-13227,2,Bad Randomness,mintToken
2018-13227,2,Bad Randomness,sell
2018-13227,2,Access Control,mintToken
2018-13227,2,Typos Constructor,mintToken
