dataname,auditor_idx,vulnerability,function_name
2018-13084,0,Integer Overflow,mintToken
2018-13084,0,Integer Overflow,approve
2018-13084,0,Integer Overflow,burn
2018-13084,0,Integer Overflow,burnFrom
2018-13084,1,Modifier OnlyOwner,transferOwnership
2018-13084,1,Transfer Function,transfer
2018-13084,1,TransferFrom Function,transferFrom
2018-13084,1,ApproveAndCall Function,approveAndCall
2018-13084,1,Burn Function,burn
2018-13084,1,BurnFrom Function,burnFrom
2018-13084,1,Buy Function,buy
2018-13084,1,Sell Function,sell
2018-13084,2,Unrestricted Minting,mintToken
2018-13084,2,Arbitrary Transfer,transfer
2018-13084,2,Unrestricted Approval,approveAndCall
2018-13084,2,Unrestricted Burning,burn
2018-13084,2,Unrestricted Burning from Other Accounts,burnFrom
2018-13084,2,Unrestricted Price Manipulation,setPrices
2018-13084,2,Arbitrary Purchase,buy
2018-13084,2,Arbitrary Sale,sell
