dataname,auditor_idx,vulnerability,function_name
2018-12885,0,Integer Overflow,createChamp
2018-12885,0,Wrong Logic,openLootbox
2018-12885,0,Integer Overflow,forgeItems
2018-12885,2,Integer Overflow,setMinBalance
2018-12885,2,Integer Overflow,setMaxBalance
2018-12885,2,Integer Overflow,setUsers
2018-12885,2,Integer Overflow,setExtraTokens
2018-12885,2,Integer Overflow,setPoCIds
2018-12885,2,Integer Overflow,getBalance
2018-12885,2,Integer Overflow,getUserCount
2018-12885,2,Integer Overflow,getMyCryptoChampId
2018-12885,2,Integer Overflow,getMyCreate
2018-12885,2,Integer Overflow,getMyDestroy
2018-12885,2,Integer Overflow,getUserBalance
2018-12885,2,Integer Overflow,setOwner
2018-12885,2,Integer Overflow,setMyChamp
