dataname,auditor_idx,vulnerability,function_name
2018-13202,0,Integer Overflow,mintToken
2018-13202,0,Integer Overflow,transfer
2018-13202,0,Integer Overflow,transferFrom
2018-13202,0,Integer Overflow,approve
2018-13202,0,Integer Overflow,burn
2018-13202,1,Reentrancy,transfer
2018-13202,1,Reentrancy,transferFrom
2018-13202,1,Integer Overflow,buy
2018-13202,1,Integer Underflow,sell
2018-13202,2,Potential Reentrancy,user user user user
2018-13202,2,Unprotected Ether Withdrawal,user user user user
2018-13202,2,Unrestricted Ownership Transfer,user user user user
2018-13202,2,Insufficient Input Validation,user user user user
2018-13202,2,Unprotected Burn Function,user user user user
2018-13202,2,Excessive Gas Usage,user user user user
2018-13202,2,Lack of Event Emission,user user user user
2018-13202,2,Inconsistent Naming Conventions,user user user user
2018-13202,2,Potential Integer Overflow/Underflow,user user user user
2018-13202,2,Unprotected External Calls,user user user user
