dataname,auditor_idx,vulnerability,function_name
2018-12081,0,Integer Overflow,mintToken
2018-12081,0,Access Control,mintToken
2018-12081,0,Typos Constructor,mintToken
2018-12081,0,Token Devalue,mintToken
2018-12081,0,Multiple Assets,mintToken
2018-12081,0,Bad Randomness,setPrices
2018-12081,0,Access Control,setPrices
2018-12081,0,Typos Constructor,setPrices
2018-12081,0,Token Devalue,setPrices
2018-12081,0,Multiple Assets,setPrices
2018-12081,0,Integer Overflow,sell
2018-12081,0,Access Control,sell
2018-12081,0,Typos Constructor,sell
2018-12081,0,Token Devalue,sell
2018-12081,0,Multiple Assets,sell
