dataname,auditor_idx,vulnerability,function_name
2018-13703,0,Unchecked Return Value,sellOffline
2018-13703,0,Unchecked Return Value,getEthRate
2018-13703,0,Unchecked Return Value,getConBal
2018-13703,0,Unchecked Return Value,setEthRate
2018-13703,0,Unchecked Return Value,getTokenPrice
2018-13703,0,Unchecked Return Value,setTokenPrice
2018-13703,0,Unchecked Return Value,setTransferStatus
2018-13703,0,Unchecked Return Value,changeIcoStatus
2018-13703,0,Unchecked Return Value,withdraw
2018-13703,0,Unchecked Return Value,withdraw_all
2018-13703,0,Unchecked Return Value,mintToken
2018-13703,0,Unchecked Return Value,_transfer
2018-13703,0,Unchecked Return Value,transfer
2018-13703,0,Unchecked Return Value,transferFrom
2018-13703,0,Unchecked Return Value,approve
2018-13703,0,Unchecked Return Value,approveAndCall
2018-13703,0,Unchecked Return Value,burn
2018-13703,0,Unchecked Return Value,burnFrom
