dataname,auditor_idx,vulnerability,function_name
2018-13126,0,Integer Overflow,mint
2018-13126,1,Integer Overflow,buyTokens
2018-13126,1,Integer Overflow,buyTokens
2018-13126,2,Integer Overflow,buyTokens
2018-13126,2,Wrong Logic,buyTokens
2018-13126,2,Bad Randomness,buyTokens
2018-13126,2,Access Control,buyTokens
2018-13126,2,Typos Constructor,buyTokens
2018-13126,2,Token Devalue,buyTokens
2018-13126,2,Integer Overflow,mint
2018-13126,2,Wrong Logic,mint
2018-13126,2,Bad Randomness,mint
2018-13126,2,Access Control,mint
2018-13126,2,Typos Constructor,mint
2018-13126,2,Token Devalue,mint
2018-13126,2,Integer Overflow,withdrawFunds
2018-13126,2,Wrong Logic,withdrawFunds
2018-13126,2,Bad Randomness,withdrawFunds
2018-13126,2,Access Control,withdrawFunds
2018-13126,2,Typos Constructor,withdrawFunds
2018-13126,2,Token Devalue,withdrawFunds
2018-13126,2,Integer Overflow,teamBuyTokens
2018-13126,2,Wrong Logic,teamBuyTokens
2018-13126,2,Bad Randomness,teamBuyTokens
2018-13126,2,Access Control,teamBuyTokens
2018-13126,2,Typos Constructor,teamBuyTokens
2018-13126,2,Token Devalue,teamBuyTokens
2018-13126,2,Integer Overflow,preSaleState
2018-13126,2,Wrong Logic,preSaleState
2018-13126,2,Bad Randomness,preSaleState
2018-13126,2,Access Control,preSaleState
2018-13126,2,Typos Constructor,preSaleState
2018-13126,2,Token Devalue,preSaleState
