dataname,auditor_idx,vulnerability,function_name
2018-19831,0,Missing access control,setParameters
2018-19831,0,Missing access control,awardUser
2018-19831,0,Missing access control,transfer
2018-19831,0,Missing access control,approve
2018-19831,0,Missing access control,allowance
2018-19831,0,Missing access control,getTokenBalance
2018-19831,0,Missing access control,withdrawForeignTokens
2018-19831,0,Missing access control,burn
2018-19831,0,Missing access control,withdraw
2018-19831,0,Missing access control,setBalance
2018-19831,0,Missing access control,setPrices
