dataname,auditor_idx,vulnerability,function_name
2018-13075,0,Integer Overflow,TokenERC20
2018-13075,0,Wrong Logic,TokenERC20
2018-13075,0,Bad Randomness,TokenERC20
2018-13075,0,Access Control,TokenERC20
2018-13075,0,Typo Constructor,TokenERC20
2018-13075,0,Integer Overflow,CarbonExchangeCoinToken
2018-13075,0,Wrong Logic,CarbonExchangeCoinToken
2018-13075,0,Bad Randomness,CarbonExchangeCoinToken
2018-13075,0,Access Control,CarbonExchangeCoinToken
2018-13075,0,Typo Constructor,CarbonExchangeCoinToken
