dataname,auditor_idx,vulnerability,function_name
2018-10666,0,Integer Overflow,setOwner
2018-10666,0,Integer Overflow,uploadBalances
2018-10666,0,Integer Overflow,transfer
2018-10666,0,Integer Overflow,transferFrom
2018-10666,0,Integer Overflow,approve
2018-10666,0,Integer Overflow,precalculate
2018-10666,1,Lack of Access Control,IDXM
2018-10666,1,Unauthorized Access,setExportFee
2018-10666,1,Unauthorized Access,setHoldingPeriod
2018-10666,1,Unauthorized Access,unlockToken
2018-10666,1,Information Exposure,feeFor
2018-10666,2,Reentrancy,transfer
2018-10666,2,Reentrancy,transferFrom
2018-10666,2,Unknown Contract Interaction,approveAndCall
2018-10666,2,Unknown Contract Interaction,approve
2018-10666,2,Unrestricted Access,setExportFee
2018-10666,2,Unrestricted Access,setHoldingPeriod
2018-10666,2,Arithmetic Operations,feeFor
2018-10666,2,Arithmetic Operations,precalculate
2018-10666,2,Arithmetic Operations,div10
2018-10666,2,Arithmetic Operations,pow10
