dataname,auditor_idx,vulnerability,function_name
2018-18665,0,Integer Overflow,mintToken
2018-18665,0,Integer Overflow,transfer
2018-18665,0,Integer Overflow,transferFrom
2018-18665,1,Reentrancy,transfer
2018-18665,1,Reentrancy,transferFrom
2018-18665,1,Ownership,mintToken
2018-18665,1,Ownership,disableToken
2018-18665,2,Unchecked Call Return Value,transfer
2018-18665,2,Unchecked Call Return Value,transferFrom
2018-18665,2,Unchecked Call Return Value,approve
2018-18665,2,Unrestricted Minting,mintToken
2018-18665,2,Unrestricted Control,disableToken
