dataname,auditor_idx,vulnerability,function_name
2018-14004,0,Integer Overflow,distribute_100_tokens_to_many
2018-14004,0,Integer Overflow,transfer_tokens_after_ICO
2018-14004,0,Wrong Logic,distribute_100_tokens_to_many
2018-14004,0,Wrong Logic,transfer_tokens_after_ICO
2018-14004,2,Integer Overflow,distribute_100_tokens_to_many
2018-14004,2,Integer Overflow,transfer_tokens_after_ICO
2018-14004,2,String Overflow,developer_Coin_character
2018-14004,2,String Overflow,developer_new_price
2018-14004,2,String Overflow,developer_add_Exchanges
2018-14004,2,String Overflow,developer_crowdsale_text
2018-14004,2,String Overflow,developer_new_symbol
2018-14004,2,String Overflow,developer_add_cost_of_transfers
2018-14004,2,Integer Overflow,developer_crowdsale
2018-14004,2,Integer Overflow,transfer_tokens_after_ICO
2018-14004,2,Integer Overflow,distribute_100_tokens_to_many
2018-14004,2,Integer Overflow,developer_new_symbol
2018-14004,2,Integer Overflow,developer_add_cost_of_transfers
2018-14004,2,Integer Overflow,developer_crowdsale_text
2018-14004,2,Integer Overflow,developer_new_address_for_funds
2018-14004,2,Integer Overflow,developer_Crowdsale
2018-14004,2,Integer Overflow,transfer
2018-14004,2,Integer Overflow,withdraw
2018-14004,2,Integer Overflow,distribute
2018-14004,2,Integer Overflow,owner_balance
2018-14004,2,Integer Overflow,my_balance
2018-14004,2,Integer Overflow,user_balance
2018-14004,2,Integer Overflow,admin
2018-14004,2,Integer Overflow,set_balance
2018-14004,2,Integer Overflow,withdraw_balance
