dataname,auditor_idx,vulnerability,function_name
2018-14003,1,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,2,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,3,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,4,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,5,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,6,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,7,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,8,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,9,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,10,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,11,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,12,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,13,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,14,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,15,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,16,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,17,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,18,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,19,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,20,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,21,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,22,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,23,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,24,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,25,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,26,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,27,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,28,The contract does not have a function to check if an address is a contract.,TokenERC20
2018-14003,29,The contract does not have a function to check if an address is a contract.,TokenERC20
