dataname,auditor_idx,vulnerability,function_name
2018-13075,0,Lack of access control,TokenERC20
2018-13075,0,Lack of access control,CarbonExchangeCoinToken
2018-13075,0,Lack of reentrancy guard,TokenERC20
2018-13075,0,Lack of reentrancy guard,CarbonExchangeCoinToken
2018-13075,0,Lack of input validation,TokenERC20
2018-13075,0,Lack of input validation,CarbonExchangeCoinToken
2018-13075,0,Lack of input validation,TokenERC20
2018-13075,0,Lack of input validation,CarbonExchangeCoinToken
2018-13075,0,Lack of input validation,TokenERC20
2018-13075,0,Lack of input validation,CarbonExchangeCoinToken
