dataname,auditor_idx,vulnerability,function_name
2018-13070,0,Integer Overflow,mintToken
2018-13070,0,Integer Overflow,_transfer
2018-13070,0,Wrong Logic,transfer
2018-13070,0,Wrong Logic,transferFrom
2018-13070,0,Wrong Logic,burnFrom
2018-13070,1,Integer Overflow,mintToken
2018-13070,1,Gas Limit,freezeAccount
2018-13070,1,Gas Limit,setPrices
2018-13070,1,External Calling with msg.sender,selfdestructs
2018-13070,2,Integer Overflow,mintToken
2018-13070,2,Wrong Logic,buy
2018-13070,2,Integer Overflow,selfdestructs
