dataname,auditor_idx,vulnerability,function_name
2018-13077,0,Integer Overflow,mintToken
2018-13077,0,Access Control,freezeAccount
2018-13077,0,Access Control,setPrices
2018-13077,0,Wrong Logic,buy
2018-13077,0,Integer Overflow,sell
2018-13077,0,Integer Overflow,frozen
2018-13077,0,Access Control,toOwner
2018-13077,0,Access Control,transferOwnership
2018-13077,0,Access Control,burn
2018-13077,0,Access Control,burnFrom
2018-13077,0,Access Control,setMetadatas
2018-13077,0,Access Control,setBalance
