dataname,auditor_idx,vulnerability,function_name
2018-13069,1,The contract does not have a function to transfer tokens between addresses.,TokenERC20
2018-13069,2,The contract does not have a function to approve tokens for transfer.,TokenERC20
2018-13069,3,The contract does not have a function to burn tokens.,TokenERC20
2018-13069,4,The contract does not have a function to burn tokens from another address.,TokenERC20
2018-13069,5,The contract does not have a function to transfer tokens from another address.,TokenERC20
2018-13069,6,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,7,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,8,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,9,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,10,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,11,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,12,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,13,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,14,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,15,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,16,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,17,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,18,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,19,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,20,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,21,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,22,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,23,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,24,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,25,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,26,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,27,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,28,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,29,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,30,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,31,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,32,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,33,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,34,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,35,The contract does not have a function to transfer tokens to another address.,TokenERC20
2018-13069,36,The contract does not have a function to transfer tokens to another address.,TokenERC20
