dataname,auditor_idx,vulnerability,function_name
2018-13698,0,Integer Overflow,mintTokens
2018-13698,0,Wrong Logic,mintTokens
2018-13698,0,Token Devalue,mintTokens
2018-13698,0,Access Control,approve
2018-13698,1,Unauthorized Access,setPromo
2018-13698,1,Unauthorized Access,mintTokens
2018-13698,1,Unauthorized Access,transfer
2018-13698,1,Unauthorized Access,transferFrom
2018-13698,1,Unauthorized Access,approve
2018-13698,2,Unrestricted minting of tokens,mintTokens
2018-13698,2,Arbitrary transfer functionality,transfer
2018-13698,2,Arbitrary transferFrom functionality,transferFrom
2018-13698,2,Potential for unauthorized spending,approve
