dataname,auditor_idx,vulnerability,function_name
2018-10706,0,Integer Overflow,transfer
2018-10706,0,Integer Overflow,transferFrom
2018-10706,0,Integer Overflow,generateTokens
2018-10706,0,Integer Overflow,destroyTokens
2018-10706,0,Wrong Logic,changeOwner
2018-10706,1,Integer Overflow,Cryptonite
2018-10706,1,Unchecked Ether Reception,Cryptonite
2018-10706,1,Unauthorized Access,Cryptonite
2018-10706,3,Integer Overflow,Token
2018-10706,4,Integer Overflow,transferMulti
2018-10706,2,Integer Overflow,mintToken
2018-10706,2,Integer Overflow,burnOwner
2018-10706,2,Integer Overflow,burnFrom
2018-10706,2,Integer Overflow,transfer
2018-10706,2,Integer Overflow,transferFrom
2018-10706,2,Integer Overflow,approve
2018-10706,2,Integer Overflow,approveAndCall
2018-10706,2,Integer Overflow,burn
2018-10706,2,Integer Overflow,burnFrom
2018-10706,2,Integer Overflow,setPrices
2018-10706,2,Integer Overflow,buy
2018-10706,2,Integer Overflow,sell
2018-10706,2,Integer Overflow,fineBalanceOf
2018-10706,2,Integer Overflow,fineBalance
2018-10706,2,Integer Overflow,userCropOf
2018-10706,2,Integer Overflow,userCrop
2018-10706,2,Integer Overflow,burnBalanceOf
2018-10706,2,Integer Overflow,burnBalance
2018-10706,2,Integer Overflow,setOwner
2018-10706,2,Integer Overflow,setPrices
2018-10706,2,Integer Overflow,buy
2018-10706,2,Integer Overflow,sell
