dataname,auditor_idx,vulnerability,function_name
2018-13836,1,No vulnerability found,balanceOf
2018-13836,1,No vulnerability found,transfer
2018-13836,1,No vulnerability found,RocketCoin
2018-13836,2,No vulnerability found,balanceOf
2018-13836,2,No vulnerability found,allowance
2018-13836,2,No vulnerability found,transfer
2018-13836,2,No vulnerability found,multiTransfer
2018-13836,2,No vulnerability found,transferFrom
2018-13836,2,No vulnerability found,approve
2018-13836,2,No vulnerability found,setupAirDrop
2018-13836,2,No vulnerability found,withdrawFunds
