dataname,auditor_idx,vulnerability,function_name
2018-17987,0,Access Control,MorphToken
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Access Control,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Access Control,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Integer Overflow,Tiles
2018-17987,0,Integer Overflow,Tiles
