dataname,auditor_idx,vulnerability,function_name
2020-35962,0,REENTRANCY,burn
2020-35962,0,REENTRANCY,_burnRemaining
2020-35962,0,REENTRANCY,setOwner
2020-35962,0,REENTRANCY,setParams
2020-35962,0,REENTRANCY,buy
2020-35962,0,REENTRANCY,withdraw
2020-35962,0,REENTRANCY,setDAO
2020-35962,0,REENTRANCY,setPoolAddress
2020-35962,0,REENTRANCY,setTokenSeller
2020-35962,0,REENTRANCY,buyTokens
2020-35962,0,REENTRANCY,addBalance
2020-35962,0,REENTRANCY,_checkMinMax
2020-35962,0,REENTRANCY,_addBalance
2020-35962,0,REENTRANCY,_getBalance
