dataname,auditor_idx,vulnerability,function_name
2018-13079,3,Integer Overflow,mintToken
2018-13079,3,Bad Randomness,mintToken
2018-13079,3,Integer Overflow,freezeAccount
2018-13079,3,Bad Randomness,freezeAccount
2018-13079,3,Integer Overflow,setPrices
2018-13079,3,Bad Randomness,setPrices
2018-13079,3,Integer Overflow,buy
2018-13079,3,Integer Overflow,sell
2018-13079,5,Integer Overflow,mintToken
2018-13079,5,Bad Randomness,mintToken
2018-13079,5,Integer Overflow,freezeAccount
2018-13079,5,Bad Randomness,freezeAccount
2018-13079,5,Integer Overflow,setPrices
2018-13079,5,Bad Randomness,setPrices
2018-13079,5,Integer Overflow,buy
2018-13079,5,Integer Overflow,sell
2018-13079,6,Integer Overflow,mintToken
2018-13079,6,Bad Randomness,mintToken
2018-13079,6,Integer Overflow,freezeAccount
2018-13079,6,Bad Randomness,freezeAccount
2018-13079,6,Integer Overflow,setPrices
2018-13079,6,Bad Randomness,setPrices
2018-13079,6,Integer Overflow,buy
2018-13079,6,Integer Overflow,sell
2018-13079,7,Integer Overflow,mintToken
2018-13079,7,Bad Randomness,mintToken
2018-13079,7,Integer Overflow,freezeAccount
2018-13079,7,Bad Randomness,freezeAccount
2018-13079,7,Integer Overflow,setPrices
2018-13079,7,Bad Randomness,setPrices
2018-13079,7,Integer Overflow,buy
2018-13079,7,Integer Overflow,sell
2018-13079,8,Integer Overflow,mintToken
2018-13079,8,Bad Randomness,mintToken
2018-13079,8,Integer Overflow,freezeAccount
2018-13079,8,Bad Randomness,freezeAccount
2018-13079,8,Integer Overflow,setPrices
2018-13079,8,Bad Randomness,setPrices
2018-13079,8,Integer Overflow,buy
2018-13079,8,Integer Overflow,sell
2018-13079,9,Integer Overflow,mintToken
2018-13079,9,Bad Randomness,mintToken
2018-13079,9,Integer Overflow,freezeAccount
2018-13079,9,Bad Randomness,freezeAccount
2018-13079,9,Integer Overflow,setPrices
2018-13079,9,Bad Randomness,setPrices
2018-13079,9,Integer Overflow,buy
2018-13079,9,Integer Overflow,sell
2018-13079,10,Integer Overflow,mintToken
2018-13079,10,Bad Randomness,mintToken
2018-13079,10,Integer Overflow,freezeAccount
2018-13079,10,Bad Randomness,freezeAccount
2018-13079,10,Integer Overflow,setPrices
2018-13079,10,Bad Randomness,setPrices
2018-13079,10,Integer Overflow,buy
2018-13079,10,Integer Overflow,sell
2018-13079,11,Integer Overflow,mintToken
2018-13079,11,Bad Randomness,mintToken
2018-13079,11,Integer Overflow,freezeAccount
2018-13079,11,Bad Randomness,freezeAccount
2018-13079,11,Integer Overflow,setPrices
2018-13079,11,Bad Randomness,setPrices
2018-13079,11,Integer Overflow,buy
2018-13079,11,Integer Overflow,sell
2018-13079,12,Integer Overflow,mintToken
2018-13079,12,Bad Randomness,mintToken
2018-13079,12,Integer Overflow,freezeAccount
2018-13079,12,Bad Randomness,freezeAccount
2018-13079,12,Integer Overflow,setPrices
2018-13079,12,Bad Randomness,setPrices
2018-13079,12,Integer Overflow,buy
2018-13079,12,Integer Overflow,sell
2018-13079,13,Integer Overflow,mintToken
2018-13079,13,Bad Randomness,mintToken
2018-13079,13,Integer Overflow,freezeAccount
2018-13079,13,Bad Randomness,freezeAccount
2018-13079,13,Integer Overflow,setPrices
2018-13079,13,Bad Randomness,setPrices
2018-13079,13,Integer Overflow,buy
2018-13079,13,Integer Overflow,sell
