dataname,auditor_idx,vulnerability,function_name
2018-13533,0,Integer Overflow,transfer
2018-13533,0,Integer Overflow,transferFrom
2018-13533,0,Unrestricted Approval Allowance,approve
2018-13533,0,Unrestricted Minting of Tokens,mintToken
2018-13533,0,Unrestricted Freezing of Accounts,freezeAccount
2018-13533,0,Unrestricted Setting of Prices,setPrices
2018-13533,0,Unrestricted Setting of Trading Status,setStatus
2018-13533,0,Unrestricted Deposit of Ether,deposit
2018-13533,0,Unrestricted Withdrawal of Ether,withdraw
2018-13533,0,Unrestricted Buying of Tokens,buy
2018-13533,0,Unrestricted Selling of Tokens,sell
