dataname,auditor_idx,vulnerability,function_name
2018-10706,0,Integer Overflow,generateTokens
2018-10706,0,Integer Overflow,destroyTokens
2018-10706,0,Integer Overflow,freeze
2018-10706,0,Integer Overflow,unFreeze
2018-10706,0,Integer Overflow,changeAirdropTotalQty
2018-10706,1,Integer Overflow,transfer
2018-10706,1,Arbitrary Spender Approval,approve
2018-10706,1,Arbitrary Transfer From,transferFrom
2018-10706,1,Arbitrary Approval Call,approveAndCall
2018-10706,1,Unrestricted Owner Change,changeOwner
2018-10706,1,Unrestricted Rate Change,changeTokensPerEther
2018-10706,1,Unrestricted Airdrop Quantity Change,changeAirdropQty
2018-10706,1,Unrestricted Airdrop Total Quantity Change,changeAirdropTotalQty
2018-10706,1,Unrestricted Pause Change,changePaused
2018-10706,1,Unrestricted Funding and Airdrop,fallback function
2018-10706,2,Integer Overflow,transferMulti
2018-10706,2,Wrong Logic,freeze
