dataname,auditor_idx,vulnerability,function_name
2018-13129,0,Integer Overflow,mint
2018-13129,0,Access Control,transfer
2018-13129,0,Access Control,transferFrom
2018-13129,0,Access Control,approve
2018-13129,0,Integer Overflow,migrate
2018-13129,0,Access Control,unfreeze
2018-13129,0,Access Control,setMigrationAgent
2018-13129,0,Access Control,setMigrationMaster
2018-13129,0,Access Control,distributeBounty
2018-13129,0,Access Control,unfreezeBounty
2018-13129,0,Access Control,getBalance
2018-13129,0,Access Control,setKing
2018-13129,0,Access Control,setFirstReporter
2018-13129,0,Access Control,setSecondReporter
2018-13129,0,Access Control,setThirdReporter
2018-13129,0,Access Control,setFourthReporter
2018-13129,0,Access Control,setFifthReporter
2018-13129,0,Access Control,setSixthReporter
2018-13129,0,Access Control,setSeventhReporter
2018-13129,0,Access Control,setEighthReporter
2018-13129,0,Access Control,setNinthReporter
2018-13129,0,Access Control,setTenthReporter
2018-13129,0,Access Control,setMaster
2018-13129,0,Access Control,setAgent
2018-13129,0,Access Control,setICO
2018-13129,0,Access Control,withdraw
2018-13129,0,Access Control,setSellPrice
2018-13129,0,Access Control,setBuyPrice
2018-13129,0,Access Control,withdrawForeignTokens
