dataname,auditor_idx,vulnerability,function_name
2018-12959,1,The function totalSupply() is declared as constant but does not return a value.,totalSupply
2018-12959,1,The function balanceOf() is declared as constant but does not return a value.,balanceOf
2018-12959,1,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,1,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,1,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,1,The function allowance() is declared as constant but does not return a value.,allowance
2018-12959,2,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,2,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,2,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,2,The function allowance() is declared as constant but does not return a value.,allowance
2018-12959,3,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,3,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,3,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,3,The function allowance() is declared as constant but does not return a value.,allowance
2018-12959,4,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,4,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,4,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,4,The function allowance() is declared as constant but does not return a value.,allowance
2018-12959,5,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,5,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,5,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,5,The function allowance() is declared as constant but does not return a value.,allowance
2018-12959,6,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,6,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,6,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,6,The function allowance() is declared as constant but does not return a value.,allowance
2018-12959,7,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,7,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,7,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,7,The function allowance() is declared as constant but does not return a value.,allowance
2018-12959,8,The function transfer() does not check if the sender has enough balance to transfer.,transfer
2018-12959,8,The function transferFrom() does not check if the sender has enough balance to transfer.,transferFrom
2018-12959,8,The function approve() does not check if the spender has enough allowance to approve.,approve
2018-12959,8,The function allowance() is declared as constant but does not return a value.,allowance
